row_id,group_id,document_name_clean,tool_position,tool_name,tool_member_family,tool_raw
part3-eb85681c17ba7318,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-bfc17504b1ac9c57,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-3fcdd224ac03afc1,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-5250c5b6b0084258,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-a8ebb1433940980a,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-b986d4a6dfbf5733,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-311fac7d4ae9cbf3,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-c43cfb9572e89807,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-3cd510d451f029f9,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-705b61fd0f2713b1,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-638d3bb114df28c2,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-2c928f978d7a11e7,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-38a7f30f83ab57e4,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-ae1e19b966aeffac,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-1e6153a08b6b208a,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-c5467ad996ea9fb5,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-b2b08264c0c412bb,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-dbc36d301bb9c607,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-c2a14e6e13cd2443,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-1704a554e1bd8107,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-26aaf0e8b7728b32,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-3c237d6505bef26a,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-5dcc0d74578e6e3b,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-496b1c1fd631a3ca,6,UoM 2017 Progess Report,1,ChatGPT,llm,ChatGPT
part3-b61b14238c4c104b,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-e62b9ffa3d90fe58,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-16f4328eb5d940bb,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-e8915e7add455e01,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-39d39edbc1868184,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-ab1c753da1fcd8ba,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-e2fab714b3337c49,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-8e7cbceda998d60d,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-6e51b183d8396e23,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-9ce012f4106fc3ee,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-4b1c35c7a8b5f174,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-cd45b40109167d3e,7,Overview and progress report 2023,1,Gemini,llm,Gemini
part3-680992591f7aaaec,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-d579b36d57c040b8,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-75cdfa831c06679a,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-cd1c6ae7469d5b69,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-7807a8a503b46d75,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-8f067fa9f574416f,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-e0b81ddbd7b1c2dd,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-0c54eaaf83424ca2,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-cdfe34d923ee3374,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-6a8833c44dee107d,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-292f447e8dd7eedb,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-8245effcfe3344f5,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-fa7b424b8f63c9e4,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-2608b7809087ce0a,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-478e3df456a4546e,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-aff6fc54e2ec6ca9,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-f36bd86178e51a0e,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-766fe4e7056e0dd0,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-294bba7c1147117b,7,University of Manchester Concordat and HR Excellence in Research Award Report 2019 FINAL,1,ChatGPT,llm,ChatGPT
part3-7ee08334ddefb6af,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-7ee08334ddefb6af,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-04fa52c04be6d772,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-04fa52c04be6d772,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-75c52aabf55a8616,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-75c52aabf55a8616,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-a615aa97ff6ec7e7,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-a615aa97ff6ec7e7,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-79ac9262f297fc2d,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-79ac9262f297fc2d,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-0840c20074bef317,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-0840c20074bef317,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-d1211eae9f14eead,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-d1211eae9f14eead,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-0f38acdf2d4578f4,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-0f38acdf2d4578f4,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-2e4d868bcd19066e,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-2e4d868bcd19066e,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-5d5143daa8cecf8e,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-5d5143daa8cecf8e,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-27cd21d44857eb9c,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-27cd21d44857eb9c,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-5a01433956347fdb,8,Guía básica para elaborar un blog accesible,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-5a01433956347fdb,8,Guía básica para elaborar un blog accesible,2,Gemini,llm,"https://facile-test.linkeddata.es/, https://gemini.google.com/"
part3-9b4c5cff972adf36,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-9b4c5cff972adf36,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-faaca3bfe88227ce,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-faaca3bfe88227ce,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-1bab3a024ef35fd5,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-1bab3a024ef35fd5,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-c4f5a292a96a0cb1,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-c4f5a292a96a0cb1,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-6f2da1a8b478a9ad,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-6f2da1a8b478a9ad,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-0ad59d3025dd0d6b,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-0ad59d3025dd0d6b,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-90fe222bca471a8b,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-90fe222bca471a8b,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-a87788a2a6a5d234,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-a87788a2a6a5d234,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-795bfd89de8dd605,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-795bfd89de8dd605,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-e71253fd44c58234,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-e71253fd44c58234,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-06375bbd708d2c23,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-06375bbd708d2c23,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-1b2c39e0efcf06d7,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-1b2c39e0efcf06d7,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-38529f45df56e09c,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-38529f45df56e09c,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-ad26ee1e09fd82fb,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-ad26ee1e09fd82fb,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-a052f9bb6a19789b,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-a052f9bb6a19789b,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-7cf18ee5a4ca7e61,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-7cf18ee5a4ca7e61,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-defcde3b9861e59e,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-defcde3b9861e59e,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-7dcc51e7a6e6a3b0,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-7dcc51e7a6e6a3b0,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-f5e2c98b1d672aee,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-f5e2c98b1d672aee,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-c20a9e9f431c6895,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-c20a9e9f431c6895,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-454657ce4be36b42,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,1,FACILE,accessibility_tool,"https://facile-test.linkeddata.es/, Google Gemini"
part3-454657ce4be36b42,8,AYUDAS PARA PERSONAS CON NECESIDADES ESPECIALES,2,Gemini,llm,"https://facile-test.linkeddata.es/, Google Gemini"
part3-89fc403f6c59224c,9,University of Manchester HREiR Ten Year Review - Overview and Progress Report 2021,1,Gemini,llm,Gemini
part3-2ecded5f887c76dd,9,Overview and progress report 2023,1,ChatGPT,llm,ChatGPT
part3-e890da66e7851a9a,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-f430b11114a8656f,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-413ca509394c8210,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-d49c132e538a9327,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-63659694e0277034,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-71aa7d128cdfcd5b,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-c93b480f03713e2e,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-e7425629730fc3d3,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-858ac82f7ba997c7,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-36854968ac385ada,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-4b212bf784499a95,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-fa670a6f914a81b0,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-2bea2590c6674d27,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-ccf3c3eec2080a97,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-d10035fae6726210,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-c60dc55cf3acdea6,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-94afea1416b9b908,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-ab232118a3d30946,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-aeab42313246029c,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-10d1f97b6cf91609,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-f6aa91abef848927,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-af3a92c341f4afc4,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-3b00bda116d8d5d2,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-81318f4d835f58fb,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-3672f93fdac209aa,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-475493123f53392d,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-38274e327106bb63,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,ChatGPT,llm,ChatGPT
part3-25818c7204e6c599,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-c9e5b358ef8cae3f,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-25114cae8e16b6da,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-19d1d510df7f79e0,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-83d32ae0838ca73d,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-562bfc64690d0f19,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-9648f0be2fe85981,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-59fb826212c64c43,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-62ac33a0932570f2,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-65e60056808a03d6,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-c8142f7c22e77439,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-dc7d2664a148c8c2,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-6197f53fbb44689f,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-d3f7da2a1e446a86,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-88b9fd408039d31d,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-7cdc0171abe05540,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-1d2e863ce667b89a,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-4b30c2e0821ab814,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-09ffdf113bad09ba,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-7fe8fa5472afd90a,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-655891da23f270e9,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-25b99d2885896abb,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-4283add397cd1a5a,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-8a2e23bcce261b1e,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-a9d187d564548006,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-e0c76eba1fec0f6a,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-98751f5714fe3ddc,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-c2c28544eb0bf9d5,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-7144a9ae7193b396,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-cb2f1b6502e666bd,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-172d590ac712b2c4,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-313e09437f34b1fb,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-8ec7522c09012be7,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-882c410fd66eb973,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-c514aa5867c1f771,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-6cb386925a05b875,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-712a3aefdb6c0f27,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-301e735b40541326,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-f43d2b5339222612,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-da740dacb20638bb,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-b7c20dc02931d2e4,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-4f692d22276224dc,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-f775c1319502ac9d,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-9459d5842a3280f0,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-2c05008310f83610,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-dbffe0868f8a2f73,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
part3-df9e82f859907005,10,University of Manchester HR Excellence in Research Award 10 Year Report 2021 - Summary,1,Gemini,llm,Gemini (Version: 3 Flash)
