E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"“They don’t discriminate.”, ""aren’t fully realistic”, “we can’t hibernate or dehydrate astronauts”",Agreed: negative sentence with contraction,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"“dreaming of Mars beyond”, “increasing the risk of serious diseases”, “matching levels found in space”, “recreating the mixed radiation of deep space”, “Supplementing with CDDO-EA”, “understanding and harnessing these protective mechanisms”",Agreed: gerund form at sentence start,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,"“But cosmic rays – consisting of protons, helium nuclei, heavy ions and electrons – remain hidden.”, “They don’t discriminate. These particles carry so much energy and move so fast that they can knock electrons off atoms and disrupt molecular structures of any material.”",Agreed: sentence contains multiple actions and concepts combined.,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"“Publicado”, “Autoría”, “Cláusula de Divulgación”, “Nuestros socios”, “Republique”, “Done aquí”",Agreed: spanish words,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"“cosmic rays” / “cosmic radiation” / “space radiation”, “organisms” / “animals” / “living organisms”",Agreed: multiple terms used for the same concept,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"“routinely”, “directly”, “simultaneously”, “particularly”",Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"“one of humanity’s most exciting accomplishments”, “even higher energies”",Agreed: comparative/superlative phrasing,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"Apostrophes: ""master's"", ""you'll""",Disagreed: apostrophes in these cases do not decrease readability,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""PhD""",Agreed: acronym used without explanation,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,“you’ll be well placed to put in a strong application for a PhD or doctoral research programme.”,Agreed: “be well placed” can be harder to understand,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"“Studying for a master’s course gives you the chance to transform your future.”, “Studying for a master’s course usually lasts for one year…”",Agreed: gerunds used at the beginning of the sentences,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,No E2R issues detected in this category,Agreed,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"“Develop skills, knowledge and experiences…” / “gain experiences” / “Gain unique experiences”","Agreed: inconsistent use of related terms (develop, gain) instead of repeating the same simple word",ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"“You’ll quickly develop skills…”, “A master’s course usually lasts for one year…”",Agreed: use of the adverb quickly and usually,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"“world-leading research”, “unique experiences”, “set you apart in the jobs market”","Agreed: superlative expressions, absolute/superlative adjectives and comparative/superlative implications are used",ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"“It gives you the time, space and opportunity to:”, “Develop skills, knowledge and experiences…”, “Explore our campus, vibrant city, and the incredible opportunities…”",Agreed: multiple concepts listed using commas instead of bullet points,ChatGPT,"For each element, we marked whether we agreed or not with the analysis made by the tool",90.0,9,https://www.manchester.ac.uk/study/masters/why-masters-study/,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Partially identified by the tool,Special characters are rarely used in the main text,The tool cannot fully distinguish between decorative/navigation symbols and content text; some special characters in menus or footers may not be captured,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,Parentheses are used to add extra information within sentences,"The tool identifies the presence of parentheses but cannot assess whether they are essential or could be rewritten as separate sentences, as required by E2R",ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,Academic abbreviations (e.g. PhD) appear without explanation,The tool cannot verify whether abbreviations are explained elsewhere on the site or via hover/tooltips,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Partially identified by the tool,Vague phrasing implying continuation may be present,The tool cannot reliably detect implied vagueness where “etc.” is not explicitly written,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,Complex punctuation is used in longer sentences,The tool detects punctuation marks but cannot determine whether they meaningfully increase cognitive load for E2R readers,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Partially identified by the tool,"Numbers related to duration, outcomes or rankings may appear",The tool cannot assess whether numbers are explained in words or contextualised visually for E2R users,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the evaluator (in a manual way),Passive constructions appear in explanatory sentences,The tool does not reliably identify all passive voice constructions; some passive sentences may be missed or misclassified,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the evaluator (in a manual way),Some sentences use contrast or negation (e.g. “not just…”),"The tool cannot evaluate whether negative constructions could be rewritten positively, which is required by E2R",ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Partially identified by the tool,“-ing” forms such as “developing” or “building” appear,"The tool identifies gerunds based on word endings, but cannot distinguish between grammatical gerunds and acceptable continuous verb forms",ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the evaluator (in a manual way),Several ideas are grouped into single paragraphs,The tool cannot determine intended reading flow or whether visual spacing is sufficient for E2R users,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,No obvious foreign-language words are used,The tool cannot assess whether academic English functions as a “foreign language” for E2R audiences,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"Similar ideas use different terms (e.g. career, future, opportunities)",The tool cannot judge whether synonym variation was intentional or confusing for E2R readers,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,Abstract adverbs such as “professionally” or “significantly” appear,The tool detects “-ly” endings but cannot evaluate their cognitive impact,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,Superlatives such as “world-leading” or “top” are used,"The tool cannot assess whether superlatives are supported by concrete explanations, as E2R requires",ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,Benefits and reasons are embedded in sentences using commas,The tool can identify sentence structure but cannot determine whether information would be better presented as bullet points for E2R clarity,ChatGPT,"The analysis shows multiple E2R non-compliances, especially in grammar, vocabulary, and text composition",40.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"No special characters were found in the text. The use of the apostrophe in ""you'll"" could be avoided to keep punctuation simple.",The tool focused on the body text of the webpage.,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Not identified by the tool,No parenthesis and square brackets identified by the tool.,"There are parentheses present at the footer of the page. However, in this case they do not affect the page's compliance with Easy-to-Read methodology.",Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"The text uses the term ""PhD"" without an explanation.",,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,None identified by the tool.,"There is no ""etc."" or suspension points in the text. It is possible that the tool would only be able to identify ""etc."" if it is explicitly mentioned and not be able to identify suspension points if they were implied by the content of the text.",Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,The tool correctly identified that there are no semicolons present.,The text uses standard periods.,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Partially identified by the tool,The tool correctly identified that there are no percentages or big numbers present.,"The tool also noted that the word ""one"" should be replaced with the digit ""1"".",Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Partially identified by the tool,"The tool identified only one case of passive voice, even though there are more cases in the text.",,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,The tool correctly identified that there are no negative sentences present.,,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"The tool correctly identified that there are several cases of gerund on the text such as ""studying"", ""completing"" and ""pioneering"".",The tool also noted that this makes the text harder to understand.,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,The tool correctly identified that the introductory paragrap contains two sentences and suggested to seperate them.,"Based on the evaluators' analysis, the length of the sentences is also identified as a factor that needs to be analyzed.",Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,The tool correctly identified that there are no words from other languages present on the page.,It is possible that the tool would not be able to asses whether a word in a foreign language is very well know or not.,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Partially identified by the tool,"The tool noted that the word ""master's"" is used consistently but with different phrasing (for example, master's course, master's study).",The tool is not able to identify whether the difference in phrasing is deliberate and affects the meaning.,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Partially identified by the tool,"The tool correctly identified words such as ""usually"" and ""quickly"".","The tool also mentioned the word ""further"", which does not fit the category.",Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the evaluator (in a manual way),Several superlatives are present.,The tool was not able to identify superlatives correctly.,Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Partially identified by the tool,"The tool correctly identified that the page uses bullet points, instead of listing things using commas.","The tool also noted that the page follows the E2R guidelines regading this element.
There are some other sentences listing things using commas. Based on evaluators' analysis, these sentences are not negatively impacting cognitive load. However, it is unclear whether the tool could asses that.",Gemini,"Multiple minor E2R issues were identified in the page. The tool was effective in recognizing the presense of the different elements. However, there is limited ability to asses whether these cases affect the reader's understanding.",60.0,10,https://www.manchester.ac.uk/study/masters/why-masters-study/,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Partially identified by the tool,"Few special characters, likely limited to currency symbols (£) and punctuation","AI might miss special characters in embedded quotes, captions, or image text",ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,Likely present in phrases such as (for example),AI can mark parentheses but cannot check if the content inside is unnecessarily complex,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Partially identified by the tool,"Potential use of abbreviations like “BBC”, “DB5” without simple explanations","AI cannot see the visual context, whether “DB5” is defined in print or via caption",ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Identified by the tool,News stories sometimes use ellipses or informal suspension points within quotes,AI might not detect all ellipses if the article formats them differently,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,Semicolons might appear in compound sentences,AI can flag semicolons,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,Numbers like £900 → £1 million appear,AI can identify numbers but cannot assess whether they are explained in easy language (“about one million pounds”),ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Grammar,Passive language/voice,Partially identified by the tool,"Likely present (e.g., “was restored…”, “was bought…”)",AI might not catch all passive structures or differentiate them from active ones in context,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Grammar,Negative sentences,Partially identified by the tool,"May be present (e.g., “hadn’t moved for decades”)",AI might mark negatives but cannot analyze their impact without full text,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the evaluator (in a manual way),"“bringing it back to life”, “continuing to add value”",AI might wrongly mark ‘-ing’ verb forms as gerunds when they are part of verb phrases,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the evaluator (in a manual way),Article uses prose paragraphs rather than separate lines per sentence,The AI doesn’t have layout context it can’t see whether the articel,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,Article is in English,AI might miss foreign names or technical terms used as loanwords,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"Terms like “restored”, “fixed”, “repaired” may be used interchangeably",AI can find synonyms but can’t judge whether the synonyms confuse comprehension,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Partially identified by the tool,"“fully”, “originally”, etc.",AI can flag -ly words but cannot determine if they add meaning or confusion,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"Words like “most iconic”, “most famous” likely appear",AI was very good with this,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Not identified by the tool,Narrative style of news articles doesn’t use bulleted lists,AI can detect lists,ChatGPT,The BBC article does not comply with Easy-to-Read principles in key areas,45.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Partially identified by the tool,The tool correctly identified that the pound sign (£) and the hyphen (-) are present on the page.,"The tool did not locate a ""&"" symbol present on the footer.
The tool noted that the E2R guidelines recommend avoiding special characters like these where possible.",Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the evaluator (in a manual way),The tool incorrectly noted that parenthesis and square brackets are present in the caption of the page's images. Based on evaluators' analysis no parenthesis or square brackets are present on the page.,,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"The tool correctly identified that the text includes abbreviations and initials such as ""DB5"" and ""BBC"" multiple times.","The tool noted that, whille ""BBC"" might be acceptable as a well known term, ""DB5"" is a technical model that may confuse readers.",Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Partially identified by the tool,The tool identified that dashes and ellipses are used in multiple sentences.,,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,The tool correctly identified that there are no semicolons present on the page.,,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"The tool correctly identified that the text contain several large numbers such as ""£1m"", ""£985"" and ""2,500 hours"".","The tool suggested the use of words such as ""many"" and ""a long time"" instead of specific large figures.",Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"The tool correctly identified that passive voice is used multiple times on the text. Examples include ""which became so dilapidated"" and ""was left to rust"".",,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Grammar,Negative sentences,Partially identified by the tool,"The tool identifies negative sentences present (for example ""I'm not going to do that again."").",It is unclear whether the tool could asses if these sentences negatively impacting cognitive load.,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Grammar,Gerund forms,Partially identified by the tool,"The tool correctly identified multiple gerund forms in the text. Examples include ""bringing"" and ""sitting"".","The tool might incorrectly identify verbs just ending in ""-ing"" as gerund forms. Additionally, in this case, the tool mentioned some examples that are not included in the text.",Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,The tool correctly identified that many paragraphs on the page contain multiple sentences on on one line.,The tool also mentioned that this negatively affects readability.,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,The tool correctly identified that there are no words from other languages present on the page.,"The tool noted that the term ""Aston Martin DB5 Vantage"", even though it is not in a foreign language, uses technical terminology that functions similarly for a non-expert.",Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"The tool correctly identified that the text used the words ""car"" and ""vehicle"" interchangeably.",,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
